City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,chongwe,-15.3292,28.682,27.32,36,0,4.9,ZM,1696265991
294,springbok,-29.6643,17.8865,22.76,26,0,2.33,ZA,1696265992
295,alamosa,37.4695,-105.87,13.99,72,75,5.66,US,1696265712
296,lexington,37.9887,-84.4777,28.32,41,0,4.12,US,1696265909
297,sao jose da coroa grande,-8.8978,-35.1478,27.13,62,4,4.32,BR,1696265386
298,jaggayyapeta,16.9,80.1,25.97,89,100,0.39,IN,1696265993
299,quellon,-43.1167,-73.6167,9.38,67,23,2.4,CL,1696265410
300,tivat,42.4364,18.6961,25.96,62,0,0.51,ME,1696265994
301,cockburn town,21.4612,-71.1419,30.98,58,20,5.14,TC,1696265413
302,inyonga,-6.7167,32.0667,26.85,18,43,1.71,TZ,1696265994
303,ad dabbah,18.05,30.95,37.25,13,12,1.23,SD,1696265995
304,touros,-5.1989,-35.4608,29.25,59,37,6.82,BR,1696265423
305,chegdomyn,51.1167,133.0167,5.18,89,70,0.89,RU,1696265995
306,melnik,50.3505,14.4741,25.49,52,94,1.79,CZ,1696265996
307,antsiranana,-12.2787,49.2917,24.36,82,85,3.99,MG,1696265396
308,novyy oskol,50.7631,37.8691,12.25,71,80,2.18,RU,1696265996
309,vila velha,-20.3297,-40.2925,28.97,83,20,4.63,BR,1696265996
310,zhaqsy,51.9083,67.3133,9.91,62,3,2.53,KZ,1696265997
311,puerto baquerizo moreno,-0.9,-89.6,25.55,83,75,6.17,EC,1696265408
312,rio preto da eva,-2.6994,-59.6997,41.68,18,100,2.58,BR,1696265997
313,shahrisabz,39.0578,66.8342,16.53,22,0,1.4,UZ,1696265998
314,carutapera,-1.195,-46.02,31.9,54,86,5.26,BR,1696265417
315,sterling,39.0062,-77.4286,27.9,61,40,2.68,US,1696265998
316,remire-montjoly,4.9167,-52.2667,32.02,62,75,6.17,GF,1696265140
317,vadso,70.0744,29.7487,3.09,70,100,3.6,NO,1696265427
318,znamensk,48.5842,45.7338,17.45,41,95,1.97,RU,1696265999
319,anadyr,64.75,177.4833,-0.72,92,0,4.0,RU,1696265999
320,kitakyushu,33.8333,130.8333,20.92,62,75,5.66,JP,1696266000
321,amaraji,-8.3831,-35.4525,29.75,46,39,5.45,BR,1696266000
322,la penita de jaltomba,21.0333,-105.25,32.72,81,82,1.64,MX,1696265816
323,morehead city,34.7229,-76.726,27.24,60,0,5.14,US,1696265412
324,smithers,54.7804,-127.1743,7.18,100,100,1.54,CA,1696266004
325,camalu,30.85,-116.0667,18.14,60,0,2.38,MX,1696266006
326,berdigestyakh,62.0989,126.6992,4.05,77,100,0.45,RU,1696266006
327,south hedland,-20.4089,118.5983,22.96,83,9,3.09,AU,1696266007
328,horsham,51.064,-0.3272,20.53,84,40,2.57,GB,1696266008
329,dabou,5.3256,-4.3769,27.23,77,73,3.05,CI,1696266008
330,kuqa,41.7278,82.9364,19.84,29,72,2.34,CN,1696265382
331,hailey,43.5196,-114.3153,10.44,72,0,0.0,US,1696266010
332,vallenar,-28.5708,-70.7581,18.11,46,3,5.07,CL,1696266010
333,carnarvon,-24.8667,113.6333,17.53,64,0,11.39,AU,1696265368
334,mont-dore,-22.2833,166.5833,17.99,82,25,3.77,NC,1696266011
335,pandan,14.0453,124.1694,28.64,80,100,6.9,PH,1696266011
336,chibougamau,49.9168,-74.3659,18.79,48,100,6.69,CA,1696266012
337,freeport,40.6576,-73.5832,25.73,63,0,5.14,US,1696265776
338,cannonvale,-20.2833,148.7,21.66,97,33,1.92,AU,1696266013
339,lohaghat,29.4036,80.0897,15.17,91,0,0.83,IN,1696266013
340,nabari,34.6167,136.0833,16.68,79,44,1.15,JP,1696266014
341,nantucket,41.2835,-70.0995,21.08,78,0,10.29,US,1696265772
342,pahlgam,34.0333,75.3333,9.26,71,9,1.01,IN,1696266014
343,lompoc,34.6391,-120.4579,21.03,83,75,2.06,US,1696265309
344,swakopmund,-22.6833,14.5333,19.47,85,44,2.68,NA,1696266015
345,tongouson,5.0214,120.1328,28.76,72,100,4.81,PH,1696265425
346,paphos,34.7667,32.4167,24.88,65,3,1.54,CY,1696265861
347,luanda,-8.8368,13.2343,25.0,78,40,6.17,AO,1696265801
348,penzance,50.1186,-5.5371,15.38,95,100,6.97,GB,1696266017
349,mount isa,-20.7333,139.5,14.87,41,0,0.0,AU,1696265783
350,bubaque,11.2833,-15.8333,29.48,71,100,2.31,GW,1696265418
351,hongjiang,27.11,109.9956,22.17,89,90,1.05,CN,1696266018
352,enewetak,11.3474,162.3373,28.96,78,98,6.71,MH,1696265999
353,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1696266018
354,fort bragg,35.139,-79.006,27.17,54,20,3.13,US,1696266019
355,namdrik,5.5994,168.1028,28.73,73,8,1.81,MH,1696266020
356,tuskegee,32.424,-85.6916,28.94,45,0,2.68,US,1696266020
357,muravlenko,63.7898,74.523,10.21,84,100,9.56,RU,1696266022
358,piton saint-leu,-21.2196,55.3151,22.06,73,100,1.54,RE,1696266022
359,yarmouth,41.7057,-70.2286,19.98,78,0,7.6,US,1696266025
360,manay,7.215,126.5397,25.18,89,100,2.28,PH,1696266026
361,bratslav,48.8226,28.9407,13.33,50,1,3.21,UA,1696266026
362,majenang,-7.2975,108.7642,22.0,99,86,1.36,ID,1696266027
363,saipan,15.1355,145.701,28.39,89,40,4.12,MP,1696266027
364,as suki,13.3167,33.8833,33.46,35,31,4.33,SD,1696266028
365,san antonio de pale,-1.4014,5.6325,25.25,86,100,6.17,GQ,1696266028
366,bonthe,7.5264,-12.505,28.14,75,100,3.98,SL,1696266030
367,dordrecht,51.81,4.6736,23.34,77,92,0.89,NL,1696266030
368,kaura namoda,12.5898,6.5779,27.24,67,89,6.0,NG,1696266031
369,nuuk,64.1835,-51.7216,2.71,69,99,0.58,GL,1696265983
370,rapid city,44.0805,-103.231,19.14,74,100,2.57,US,1696266031
371,turpan,42.9333,89.1667,22.75,29,63,0.97,CN,1696266032
372,tarrafal de sao nicolau,16.5667,-24.3667,26.16,84,50,6.37,CV,1696266032
373,beloyarskiy,63.7119,66.6722,9.44,88,69,4.02,RU,1696266032
374,kenai,60.5544,-151.2583,6.05,92,100,0.0,US,1696266033
375,konarka,19.9,86.1167,25.22,91,99,2.21,IN,1696266033
376,chamzinka,54.4019,45.7839,14.91,92,100,3.42,RU,1696266034
377,yinchuan,38.4681,106.2731,17.81,51,0,1.45,CN,1696266034
378,kaspiyskiy,45.3929,47.3707,21.1,63,100,4.51,RU,1696266034
379,saint-pierre,-21.3393,55.4781,23.82,73,100,1.54,RE,1696266035
380,makinsk,52.6292,70.4169,6.82,54,0,1.9,KZ,1696266035
381,liaoyuan,42.9036,125.1358,11.9,69,68,3.23,CN,1696266036
382,merthyr tydfil,51.7479,-3.3778,15.29,86,100,0.92,GB,1696266036
383,tindouf,27.6711,-8.1474,36.25,15,95,6.17,DZ,1696266037
384,flying fish cove,-10.4217,105.6791,23.82,83,75,5.66,CX,1696266037
385,antalaha,-14.9003,50.2788,24.15,79,17,1.55,MG,1696266037
386,wewak,-3.5534,143.6268,25.18,90,100,1.82,PG,1696266038
387,chimbote,-9.0853,-78.5783,17.78,91,23,5.04,PE,1696266038
388,grootfontein,-19.5667,18.1167,34.76,15,47,4.12,NA,1696266038
389,sanming,26.2486,117.6186,23.31,95,54,0.73,CN,1696266039
390,celestun,20.8667,-90.4,28.95,71,45,2.54,MX,1696266039
391,lubao,14.9167,120.55,27.84,91,100,2.76,PH,1696266040
392,kegeyli shahar,42.7767,59.6078,17.05,55,0,5.82,UZ,1696266040
393,colonia,50.9333,6.95,25.54,56,0,2.57,DE,1696265834
394,kenora,49.8167,-94.4337,23.54,60,40,4.63,CA,1696266041
395,murzuq,25.9155,13.9184,29.16,30,3,4.51,LY,1696266041
396,novoishimskiy,53.1981,66.7694,11.67,60,19,1.02,KZ,1696266041
397,ananindeua,-1.3656,-48.3722,30.95,74,75,8.23,BR,1696265995
398,ormond-by-the-sea,29.3491,-81.0665,29.49,64,66,5.29,US,1696266042
399,xining,36.6167,101.7667,11.62,80,62,0.66,CN,1696266042
400,pauini,-7.7136,-66.9764,37.98,33,100,1.84,BR,1696266042
401,binkolo,8.9533,-11.9779,28.12,90,96,0.95,SL,1696266043
402,aqadyr,48.2553,72.8483,8.86,88,100,2.93,KZ,1696266043
403,hailar,49.2,119.7,10.48,44,100,1.67,CN,1696266044
404,yuzhno-kurilsk,44.0306,145.8556,14.65,74,10,6.35,RU,1696266044
405,coquimbo,-29.9533,-71.3436,16.85,63,75,3.6,CL,1696266045
406,jurm,36.8648,70.8342,12.02,44,0,0.22,AF,1696266045
407,edd,13.9297,41.6925,32.42,60,0,3.55,ER,1696266045
408,mugia,43.1041,-9.2179,22.87,87,100,4.93,ES,1696266045
409,ketchikan,55.3422,-131.6461,10.99,88,100,2.88,US,1696266046
410,la ronge,55.1001,-105.2842,7.14,76,100,4.12,CA,1696266046
411,ternate,0.8,127.4,27.35,80,100,2.18,ID,1696266047
412,voi,-3.3945,38.563,25.64,47,27,6.41,KE,1696266047
413,qashar,53.3906,62.9297,7.88,57,13,3.54,KZ,1696266047
414,zaozersk,69.4005,32.4476,2.03,80,96,4.72,RU,1696266048
415,barah,13.7,30.3667,35.23,27,63,5.1,SD,1696266016
416,shingu,33.7333,135.9833,14.9,70,54,1.78,JP,1696266049
417,rundu,-17.9333,19.7667,29.34,26,79,3.27,NA,1696266049
418,tralee,52.2704,-9.7026,15.14,77,40,2.57,IE,1696266049
419,fisterra,42.9049,-9.2629,22.79,86,99,4.32,ES,1696266049
420,faranah,10.0404,-10.7434,26.49,88,100,0.91,GN,1696266050
421,victorica,-36.2151,-65.4359,25.93,24,41,3.25,AR,1696266050
422,colares,38.7992,-9.4469,27.41,65,0,5.14,PT,1696266050
423,wynyard,-41.0,145.7167,10.52,94,26,1.3,AU,1696266051
424,jiangzi,28.95,89.6333,7.48,57,13,2.48,CN,1696266051
425,inirida,3.8653,-67.9239,34.3,49,100,1.29,CO,1696266051
426,angicos,-5.6656,-36.6011,37.29,22,58,4.58,BR,1696266052
427,deschutes river woods,43.9915,-121.3584,12.85,61,75,3.6,US,1696266052
428,aral,40.5156,81.2636,20.7,24,56,1.5,CN,1696266053
429,shahpura,27.3833,75.9667,27.57,25,2,2.4,IN,1696266053
430,dakhla,23.6848,-15.958,25.01,65,0,8.75,EH,1696266053
431,amga,60.8953,131.9608,7.21,79,100,1.34,RU,1696266054
432,cruz alta,-28.6386,-53.6064,20.5,50,34,3.59,BR,1696266045
433,zhongxiang,31.1661,112.5831,16.02,95,100,5.17,CN,1696266054
434,callao,-12.0667,-77.15,21.16,78,100,2.06,PE,1696266055
435,kavaratti,10.5669,72.642,28.07,75,98,3.65,IN,1696266055
436,laibin,23.7,109.2667,26.69,82,98,2.03,CN,1696266056
437,el porvenir,13.7617,-87.3458,30.24,53,68,0.42,HN,1696266056
438,alaghsas,17.0187,8.0168,32.94,29,69,6.17,NE,1696266057
439,hilo,19.7297,-155.09,22.92,94,94,0.89,US,1696266057
440,fougamou,-1.2154,10.5838,26.71,85,83,1.48,GA,1696266058
441,gizo,-8.103,156.8419,27.54,81,85,5.84,SB,1696266058
442,nemencine,54.85,25.4833,14.59,72,92,2.45,LT,1696266058
443,barra de santo antonio,-9.4047,-35.5072,30.6,50,3,4.58,BR,1696266059
444,barcelos,41.5388,-8.6151,24.4,71,26,1.49,PT,1696266059
445,warrnambool,-38.3833,142.4833,21.31,54,73,9.56,AU,1696265937
446,breyten,-26.3018,29.987,17.38,42,0,2.23,ZA,1696266060
447,calella,41.618,2.6678,27.41,87,10,2.26,ES,1696266060
448,hammerfest,70.6634,23.6821,2.25,87,75,0.0,NO,1696266062
449,itaueira,-7.6033,-43.0256,40.68,12,10,2.26,BR,1696266062
450,nagqu,31.5,92.0,4.32,89,79,2.2,CN,1696266063
451,kuanda,56.3161,116.0806,-2.35,70,36,0.58,RU,1696266063
452,tinghir,31.5157,-5.5343,26.78,24,49,2.5,MA,1696266064
453,zabaykal'sk,49.6333,117.3167,9.34,68,100,4.19,RU,1696266064
454,awjilah,29.1081,21.2869,26.75,34,50,4.05,LY,1696266065
455,bela,25.9333,81.9833,26.3,81,100,1.33,IN,1696266065
456,ivdel',60.6911,60.4206,12.88,78,100,3.51,RU,1696266065
457,kolonia town,6.964,158.206,28.86,73,19,1.85,FM,1696266066
458,almeirim,-1.5233,-52.5817,34.18,47,77,2.6,BR,1696266066
459,al jahra',29.3375,47.6581,34.79,19,5,3.89,KW,1696266067
460,princeville,45.7668,-61.2985,21.46,56,0,4.63,CA,1696266067
461,knyaze-volkonskoye,48.4642,135.4567,9.19,88,100,2.24,RU,1696266067
462,copiapo,-27.3667,-70.3333,15.83,36,2,3.78,CL,1696266068
463,umm kaddadah,13.6017,26.6876,34.71,28,73,6.64,SD,1696266068
464,mount gambier,-37.8333,140.7667,13.57,98,100,5.04,AU,1696266068
465,dryden,49.7833,-92.7503,25.16,53,0,5.14,CA,1696266050
466,aasiaat,68.7098,-52.8699,-2.75,60,1,5.9,GL,1696265844
467,auki,-8.7676,160.7034,25.46,92,52,2.4,SB,1696266069
468,alofi,-19.0595,-169.9187,21.94,64,100,7.72,NU,1696266059
469,parauapebas,-6.0675,-49.9022,32.99,62,40,1.03,BR,1696265946
470,dawukou,39.0419,106.3958,16.39,56,0,0.16,CN,1696266070
471,kolwezi,-10.7148,25.4667,26.57,21,19,2.62,CD,1696266070
472,kirensk,57.7853,108.1119,2.23,61,100,4.92,RU,1696266071
473,kupino,54.3663,77.2981,10.47,41,4,1.59,RU,1696266071
474,santiago de cao,-7.9589,-79.2392,21.07,73,36,5.14,PE,1696266072
475,meadow lakes,61.6247,-149.6011,6.17,96,100,3.09,US,1696266072
476,ghormach,35.7306,63.7826,21.15,17,59,3.66,AF,1696266073
477,villa dolores,-31.9459,-65.1896,31.04,19,57,6.67,AR,1696266073
478,menaka,15.9182,2.4022,38.07,21,54,7.26,ML,1696266073
479,kayangel,8.0823,134.7173,28.12,76,67,2.6,PW,1696266074
480,yantzaza,-3.8278,-78.7594,31.18,49,20,1.96,EC,1696266074
481,afif,23.9065,42.9172,29.91,12,2,3.63,SA,1696266075
482,miajadas,39.1513,-5.9084,33.32,16,23,1.65,ES,1696266075
483,daru,-9.0763,143.2092,24.68,86,50,4.75,PG,1696266075
484,thurso,58.5927,-3.5259,14.14,71,19,6.76,GB,1696266076
485,plastun,44.7561,136.2939,13.94,75,64,3.57,RU,1696266076
486,tarnogskiy gorodok,60.4997,43.5761,7.92,90,99,2.43,RU,1696266077
487,belmonte,-15.8631,-38.8828,27.82,72,50,5.25,BR,1696266077
488,nuku'alofa,-21.1333,-175.2,20.19,68,20,6.69,TO,1696266077
489,luwuk,-0.9516,122.7875,24.19,72,79,2.04,ID,1696266078
490,boda,4.3189,17.4695,24.2,91,97,1.75,CF,1696266078
491,anloga,5.7947,0.8973,27.62,76,12,5.26,GH,1696266079
492,bandundu,-3.3167,17.3667,29.69,56,59,1.37,CD,1696266079
493,vorkuta,67.5,64.0,5.13,90,100,7.99,RU,1696266080
494,taro,-8.3862,115.28,21.03,95,58,0.29,ID,1696266080
495,sao gabriel da cachoeira,-0.1303,-67.0892,33.89,62,40,1.54,BR,1696266080
496,vetluga,57.8557,45.781,12.11,70,100,1.74,RU,1696266081
497,gympie,-26.1898,152.665,13.65,97,6,0.89,AU,1696266081
498,minas de marcona,-15.2119,-75.1103,18.79,64,74,6.76,PE,1696266082
499,tekeli,44.83,78.8239,11.51,53,94,2.06,KZ,1696266082
500,brookings,44.3114,-96.7984,29.19,48,0,9.26,US,1696265765
501,skovorodino,53.9833,123.9167,4.15,83,80,1.95,RU,1696265975
502,lodwar,3.1191,35.5973,33.61,30,40,5.72,KE,1696266083
503,tolanaro,-25.0319,46.9987,19.04,77,75,5.14,MG,1696266084
504,ciudad melchor muzquiz,27.8833,-101.5167,28.97,60,49,4.26,MX,1696266084
505,cururupu,-1.8283,-44.8683,32.35,51,77,4.29,BR,1696266084
506,moapa valley,36.5805,-114.4703,19.96,39,35,0.83,US,1696266085
507,usakos,-22.0,15.6,27.04,19,3,5.63,NA,1696266085
508,mandali,33.7499,45.5541,29.1,32,70,3.4,IQ,1696266085
509,karabash,55.4808,60.2157,13.0,75,100,2.15,RU,1696266086
510,geraldton,-28.7667,114.6,16.23,51,75,5.66,AU,1696265815
511,essaouira,31.5125,-9.77,34.72,29,54,3.6,MA,1696266086
512,lamarque,-39.423,-65.7021,20.12,40,100,5.62,AR,1696266087
513,smara,26.7384,-11.6719,38.96,10,0,6.97,EH,1696266087
514,windhoek,-22.5594,17.0832,34.27,7,0,4.63,NA,1696266088
515,areia branca,-4.9561,-37.1369,37.11,52,42,8.74,BR,1696266088
516,nykarleby,63.5228,22.5307,8.34,95,100,1.67,FI,1696266088
517,ikovka,55.6089,64.9375,12.25,63,64,4.01,RU,1696266089
518,sarpol-e zahab,34.4611,45.8626,25.0,44,96,2.36,IR,1696266089
519,ulan bator,47.9077,106.8832,-0.93,86,40,0.0,MN,1696265937
520,wau,7.7029,27.9953,27.28,68,83,0.39,SS,1696266090
521,port blair,11.6667,92.75,26.02,94,75,1.03,IN,1696266090
522,tonj,7.2737,28.6822,26.87,73,96,2.43,SS,1696266091
523,merta,26.65,74.0333,27.94,30,0,3.81,IN,1696266091
524,labrador city,52.9463,-66.9114,7.95,53,75,5.14,CA,1696266015
525,colon,9.3592,-79.9014,27.77,78,96,1.34,PA,1696266092
526,valparaiso,-33.0393,-71.6273,17.13,67,40,4.12,CL,1696265940
527,kadisehri,39.9957,35.7919,12.34,83,100,2.32,TR,1696266093
528,noyabrsk,63.1994,75.4507,10.13,80,100,8.49,RU,1696266093
529,borba,-4.3878,-59.5939,41.97,18,99,1.55,BR,1696266094
530,atamanovka,51.93,113.63,2.95,62,6,4.02,RU,1696266094
531,dzhalagash,45.0833,64.6667,16.11,41,2,2.9,KZ,1696266094
532,ataq,14.5377,46.8319,24.92,60,0,4.98,YE,1696266095
533,kodinsk,58.6881,99.1844,-1.98,93,85,2.09,RU,1696266095
534,mahaban,27.4333,77.75,27.05,31,22,1.95,IN,1696266096
535,copala,16.65,-98.9833,30.79,66,71,1.97,MX,1696266096
536,zanjan,36.6736,48.4787,17.47,43,94,8.26,IR,1696266096
537,broome,42.2506,-75.833,24.21,76,75,2.06,US,1696266097
538,ayorou,14.7308,0.9174,38.31,23,45,6.47,NE,1696266097
539,tympaki,35.0729,24.7685,24.5,51,31,7.15,GR,1696266097
540,maragogi,-9.0122,-35.2225,26.94,64,3,4.33,BR,1696266098
541,jackson,42.4165,-122.8345,11.33,82,100,0.89,US,1696266089
542,solnechnyy,50.7214,136.6319,6.68,94,100,3.92,RU,1696266099
543,queenstown,-31.8976,26.8753,21.82,21,0,3.08,ZA,1696266082
544,marshfield,44.6689,-90.1718,27.47,49,98,4.89,US,1696266099
545,tripoli,32.8752,13.1875,24.43,60,0,5.42,LY,1696266100
546,nemuro,43.3236,145.575,14.06,69,5,10.12,JP,1696266100
547,likiep,9.8251,169.3107,28.49,79,49,6.25,MH,1696266100
548,homer,59.6425,-151.5483,7.94,83,100,1.54,US,1696266009
549,loango,-4.6719,11.8312,25.22,83,49,5.17,CG,1696266101
550,wainwright,52.839,-110.8572,11.02,65,24,4.57,CA,1696266101
551,bel ombre,-4.6167,55.4167,27.91,78,20,6.69,SC,1696266102
552,aliwal north,-30.6937,26.7114,21.59,22,0,2.53,ZA,1696266102
553,chalon-sur-saone,46.7833,4.85,24.01,40,29,4.17,FR,1696266102
554,qamdo,31.1667,97.2333,6.16,64,18,1.91,CN,1696266103
555,maumere,-8.6199,122.2111,25.19,82,41,1.25,ID,1696266103
556,ventspils,57.3894,21.5606,15.96,94,100,4.63,LV,1696266103
557,krasnyy luch,48.1395,38.9371,16.67,59,99,5.79,UA,1696266104
558,pailon,-17.65,-62.75,34.82,25,40,7.11,BO,1696266104
559,santa isabel,-23.3156,-46.2214,23.84,70,95,1.85,BR,1696265905
560,naracoorte,-36.9579,140.7383,13.88,95,95,5.59,AU,1696266105
561,stiens,53.2623,5.7577,21.1,88,100,1.54,NL,1696266105
562,camenca,48.0319,28.6978,15.4,44,2,2.58,MD,1696266106
563,oranjemund,-28.55,16.4333,17.07,75,0,1.71,NA,1696266078
564,heroica guaymas,27.9333,-110.9,29.7,45,100,1.24,MX,1696266106
565,yanam,16.7333,82.2167,26.36,85,100,2.41,IN,1696266107
566,cooma,-36.2333,149.1333,17.2,45,59,3.82,AU,1696266107
567,mariinsk,56.2139,87.7472,5.0,66,92,3.13,RU,1696266108
568,paragominas,-2.9667,-47.4833,40.04,22,76,2.19,BR,1696266109
569,murghob,38.1702,73.9667,3.34,43,0,2.34,TJ,1696266110
570,caleta de carquin,-11.0925,-77.6267,21.63,76,43,5.47,PE,1696266111
571,ugoofaaru,5.6667,73.0,26.88,82,100,5.62,MV,1696266111
572,quang ngai,15.1167,108.8,25.38,90,100,2.04,VN,1696266111
573,port-cartier,50.0334,-66.8654,19.86,43,93,3.85,CA,1696266112
574,lukolela,-1.0605,17.1821,25.99,74,48,1.34,CD,1696266114
575,winslow,35.0242,-110.6974,16.1,44,0,0.0,US,1696266064
576,laguna,38.421,-121.4238,21.16,67,0,0.0,US,1696266116
577,rahuri,19.3833,74.65,24.31,83,85,3.57,IN,1696266118
578,jiayuguan,39.8167,98.3,13.78,34,94,0.9,CN,1696266118
579,nova vicosa,-17.8919,-39.3719,32.76,41,100,2.47,BR,1696266063
580,kudymkar,59.0173,54.656,10.11,80,100,2.92,RU,1696266119
581,erenhot,43.6475,111.9767,14.81,31,15,7.06,CN,1696266119
582,mikun',62.3547,50.0771,8.08,87,100,2.85,RU,1696266120
583,cill airne,52.05,-9.5167,15.03,77,40,2.57,IE,1696266120
584,liaozhong,41.5061,122.7242,17.88,72,100,6.73,CN,1696266123
585,north bend,43.4065,-124.2243,15.04,93,75,3.6,US,1696266124
586,menongue,-14.6585,17.691,28.3,29,81,6.19,AO,1696266125
587,arambagh,22.8833,87.7833,25.49,94,4,2.75,IN,1696266127
588,xanthi,41.1414,24.8836,22.67,57,94,0.71,GR,1696266128
589,payson,40.0444,-111.7321,10.71,81,75,2.57,US,1696266128
